Date;Price
22/7/2013;515
19/7/2013;515
18/7/2013;515
17/7/2013;515
16/7/2013;515
15/7/2013;515
12/7/2013;515
11/7/2013;500
10/7/2013;500
9/7/2013;500
8/7/2013;500
5/7/2013;500
4/7/2013;497,5
3/7/2013;497,5
2/7/2013;497,5
1/7/2013;497,5
28/6/2013;497,5
27/6/2013;500
26/6/2013;500
25/6/2013;500
24/6/2013;500
21/6/2013;500
20/6/2013;500
19/6/2013;500
18/6/2013;500
17/6/2013;500
14/6/2013;500
13/6/2013;510
12/6/2013;510
11/6/2013;510
10/6/2013;510
7/6/2013;510
6/6/2013;515
5/6/2013;515
4/6/2013;515
3/6/2013;515
31/5/2013;515
30/5/2013;515
29/5/2013;515
28/5/2013;515
27/5/2013;515
24/5/2013;515
23/5/2013;517,5
22/5/2013;517,5
21/5/2013;517,5
20/5/2013;517,5
17/5/2013;517,5
16/5/2013;530
15/5/2013;530
14/5/2013;530
13/5/2013;530
10/5/2013;530
9/5/2013;537,5
8/5/2013;537,5
7/5/2013;537,5
6/5/2013;537,5
3/5/2013;537,5
2/5/2013;537,5
1/5/2013;537,5
30/4/2013;537,5
29/4/2013;537,5
26/4/2013;537,5
25/4/2013;552,5
24/4/2013;552,5
23/4/2013;552,5
22/4/2013;552,5
19/4/2013;552,5
18/4/2013;555
17/4/2013;555
16/4/2013;555
15/4/2013;555
12/4/2013;555
11/4/2013;562,5
10/4/2013;562,5
9/4/2013;562,5
8/4/2013;562,5
5/4/2013;562,5
4/4/2013;570
3/4/2013;570
2/4/2013;570
1/4/2013;570
29/3/2013;570
28/3/2013;587,5
27/3/2013;587,5
26/3/2013;587,5
25/3/2013;587,5
22/3/2013;587,5
21/3/2013;600
20/3/2013;600
19/3/2013;600
18/3/2013;600
15/3/2013;600
14/3/2013;605
13/3/2013;605
12/3/2013;605
11/3/2013;605
8/3/2013;605
7/3/2013;605
6/3/2013;605
5/3/2013;605
4/3/2013;605
1/3/2013;605
28/2/2013;615
27/2/2013;615
26/2/2013;615
25/2/2013;615
22/2/2013;615
21/2/2013;612,5
20/2/2013;612,5
19/2/2013;612,5
18/2/2013;612,5
15/2/2013;612,5
14/2/2013;612,5
13/2/2013;612,5
12/2/2013;612,5
11/2/2013;612,5
8/2/2013;612,5
7/2/2013;602,5
6/2/2013;602,5
5/2/2013;602,5
4/2/2013;602,5
1/2/2013;602,5
31/1/2013;590
30/1/2013;590
29/1/2013;590
28/1/2013;590
25/1/2013;590
24/1/2013;595
23/1/2013;595
22/1/2013;595
21/1/2013;595
18/1/2013;595
17/1/2013;587,5
16/1/2013;587,5
15/1/2013;587,5
14/1/2013;587,5
11/1/2013;587,5
10/1/2013;575
9/1/2013;575
8/1/2013;575
7/1/2013;575
4/1/2013;575
3/1/2013;555
2/1/2013;555
1/1/2013;555
31/12/2012;555
28/12/2012;555
27/12/2012;552,5
26/12/2012;552,5
25/12/2012;552,5
24/12/2012;552,5
21/12/2012;552,5
20/12/2012;540
19/12/2012;540
18/12/2012;540
17/12/2012;540
14/12/2012;540
13/12/2012;540
12/12/2012;540
11/12/2012;540
10/12/2012;540
7/12/2012;540
6/12/2012;542,5
5/12/2012;542,5
4/12/2012;542,5
3/12/2012;542,5
30/11/2012;542,5
29/11/2012;545
28/11/2012;545
27/11/2012;545
26/11/2012;545
24/11/2012;545
23/11/2012;545
22/11/2012;545
21/11/2012;545
20/11/2012;545
19/11/2012;545
16/11/2012;545
15/11/2012;535
14/11/2012;535
13/11/2012;535
12/11/2012;535
9/11/2012;535
8/11/2012;532,5
7/11/2012;532,5
6/11/2012;532,5
5/11/2012;532,5
2/11/2012;532,5
1/11/2012;532,5
31/10/2012;532,5
30/10/2012;532,5
29/10/2012;532,5
26/10/2012;532,5
25/10/2012;532,5
24/10/2012;532,5
23/10/2012;532,5
22/10/2012;532,5
19/10/2012;532,5
18/10/2012;532,5
17/10/2012;532,5
16/10/2012;532,5
15/10/2012;532,5
12/10/2012;532,5
11/10/2012;517,5
10/10/2012;517,5
9/10/2012;517,5
8/10/2012;517,5
5/10/2012;517,5
4/10/2012;517,5
3/10/2012;517,5
2/10/2012;517,5
1/10/2012;517,5
28/9/2012;517,5
27/9/2012;515
26/9/2012;515
25/9/2012;515
24/9/2012;515
21/9/2012;515
20/9/2012;505
19/9/2012;505
18/9/2012;505
17/9/2012;505
14/9/2012;505
13/9/2012;505
12/9/2012;505
11/9/2012;505
10/9/2012;505
7/9/2012;505
6/9/2012;515
5/9/2012;515
4/9/2012;515
3/9/2012;515
31/8/2012;515
30/8/2012;520
29/8/2012;520
28/8/2012;520
27/8/2012;520
24/8/2012;520
23/8/2012;530
22/8/2012;530
21/8/2012;530
20/8/2012;530
17/8/2012;530
16/8/2012;545
15/8/2012;545
14/8/2012;545
13/8/2012;545
10/8/2012;545
9/8/2012;557,5
8/8/2012;557,5
7/8/2012;557,5
6/8/2012;557,5
3/8/2012;557,5
2/8/2012;560
1/8/2012;560
31/7/2012;560
30/7/2012;560
27/7/2012;560
26/7/2012;567,5
25/7/2012;567,5
24/7/2012;567,5
23/7/2012;567,5
20/7/2012;567,5
19/7/2012;580
18/7/2012;580
17/7/2012;580
16/7/2012;580
13/7/2012;580
12/7/2012;585
11/7/2012;585
10/7/2012;585
9/7/2012;585
6/7/2012;585
5/7/2012;595
4/7/2012;595
3/7/2012;595
2/7/2012;595
29/6/2012;595
28/6/2012;605
27/6/2012;605
26/6/2012;605
25/6/2012;605
22/6/2012;605
21/6/2012;605
20/6/2012;605
19/6/2012;605
18/6/2012;605
15/6/2012;605
14/6/2012;605
13/6/2012;605
12/6/2012;605
11/6/2012;605
8/6/2012;605
7/6/2012;610
6/6/2012;610
5/6/2012;610
4/6/2012;610
1/6/2012;610
31/5/2012;615
30/5/2012;615
29/5/2012;615
28/5/2012;615
25/5/2012;615
24/5/2012;627,5
23/5/2012;627,5
22/5/2012;627,5
21/5/2012;627,5
18/5/2012;627,5
17/5/2012;632,5
16/5/2012;632,5
15/5/2012;632,5
14/5/2012;632,5
11/5/2012;632,5
10/5/2012;635
9/5/2012;635
8/5/2012;635
7/5/2012;635
4/5/2012;635
3/5/2012;645
2/5/2012;645
1/5/2012;645
30/4/2012;645
27/4/2012;645
26/4/2012;647,5
25/4/2012;647,5
24/4/2012;647,5
23/4/2012;647,5
20/4/2012;647,5
19/4/2012;645
18/4/2012;645
17/4/2012;645
16/4/2012;645
13/4/2012;645
12/4/2012;647,5
11/4/2012;647,5
10/4/2012;647,5
9/4/2012;647,5
6/4/2012;647,5
5/4/2012;647,5
4/4/2012;647,5
3/4/2012;647,5
2/4/2012;647,5
30/3/2012;647,5
29/3/2012;650
28/3/2012;650
27/3/2012;650
26/3/2012;650
23/3/2012;650
22/3/2012;650
21/3/2012;650
20/3/2012;650
19/3/2012;650
16/3/2012;650
15/3/2012;645
14/3/2012;645
13/3/2012;645
12/3/2012;645
9/3/2012;645
8/3/2012;645
7/3/2012;645
6/3/2012;645
5/3/2012;645
2/3/2012;645
1/3/2012;642,5
29/2/2012;642,5
28/2/2012;642,5
27/2/2012;642,5
24/2/2012;642,5
23/2/2012;640
22/2/2012;640
21/2/2012;640
20/2/2012;640
17/2/2012;640
16/2/2012;632,5
15/2/2012;632,5
14/2/2012;632,5
13/2/2012;632,5
10/2/2012;632,5
9/2/2012;630
8/2/2012;630
7/2/2012;630
6/2/2012;630
3/2/2012;630
2/2/2012;625
1/2/2012;625
31/1/2012;625
30/1/2012;625
27/1/2012;625
26/1/2012;625
25/1/2012;625
24/1/2012;625
23/1/2012;625
20/1/2012;625
19/1/2012;612,5
18/1/2012;612,5
17/1/2012;612,5
16/1/2012;612,5
13/1/2012;612,5
12/1/2012;607,5
11/1/2012;607,5
10/1/2012;607,5
9/1/2012;607,5
6/1/2012;607,5
5/1/2012;610
4/1/2012;610
3/1/2012;610
2/1/2012;610
30/12/2011;610
29/12/2011;610
28/12/2011;610
27/12/2011;610
26/12/2011;610
23/12/2011;610
22/12/2011;610
21/12/2011;610
20/12/2011;610
19/12/2011;610
16/12/2011;610
15/12/2011;612,5
14/12/2011;612,5
13/12/2011;612,5
12/12/2011;612,5
9/12/2011;612,5
8/12/2011;607,5
7/12/2011;607,5
6/12/2011;607,5
5/12/2011;607,5
2/12/2011;607,5
1/12/2011;607,5
30/11/2011;607,5
29/11/2011;607,5
28/11/2011;607,5
25/11/2011;607,5
24/11/2011;607,5
23/11/2011;607,5
22/11/2011;607,5
21/11/2011;607,5
18/11/2011;607,5
17/11/2011;602,5
16/11/2011;602,5
15/11/2011;602,5
14/11/2011;602,5
11/11/2011;602,5
10/11/2011;605
9/11/2011;605
8/11/2011;605
7/11/2011;605
4/11/2011;605
3/11/2011;615
2/11/2011;615
1/11/2011;615
31/10/2011;615
28/10/2011;615
27/10/2011;615
26/10/2011;615
25/10/2011;615
24/10/2011;615
21/10/2011;615
20/10/2011;682,5
19/10/2011;682,5
18/10/2011;682,5
17/10/2011;682,5
14/10/2011;682,5
13/10/2011;692,5
12/10/2011;692,5
11/10/2011;692,5
10/10/2011;692,5
7/10/2011;692,5
6/10/2011;692,5
5/10/2011;692,5
4/10/2011;692,5
3/10/2011;692,5
30/9/2011;692,5
29/9/2011;692,5
28/9/2011;692,5
27/9/2011;692,5
26/9/2011;692,5
23/9/2011;692,5
22/9/2011;715
21/9/2011;715
20/9/2011;715
19/9/2011;715
16/9/2011;715
15/9/2011;715
14/9/2011;715
13/9/2011;715
12/9/2011;715
9/9/2011;715
8/9/2011;705
7/9/2011;705
6/9/2011;705
5/9/2011;705
2/9/2011;705
1/9/2011;705
31/8/2011;705
30/8/2011;705
29/8/2011;705
26/8/2011;705
25/8/2011;705
24/8/2011;705
23/8/2011;705
22/8/2011;705
19/8/2011;705
18/8/2011;705
17/8/2011;705
16/8/2011;705
15/8/2011;705
12/8/2011;705
11/8/2011;702,5
10/8/2011;702,5
9/8/2011;702,5
8/8/2011;702,5
5/8/2011;702,5
4/8/2011;695
3/8/2011;695
2/8/2011;695
1/8/2011;695
29/7/2011;695
28/7/2011;692,5
27/7/2011;692,5
26/7/2011;692,5
25/7/2011;692,5
22/7/2011;692,5
21/7/2011;685
20/7/2011;685
19/7/2011;685
18/7/2011;685
15/7/2011;685
14/7/2011;685
13/7/2011;685
12/7/2011;685
11/7/2011;685
8/7/2011;685
7/7/2011;685
6/7/2011;685
5/7/2011;685
4/7/2011;685
1/7/2011;685
30/6/2011;685
29/6/2011;685
28/6/2011;685
27/6/2011;685
24/6/2011;685
23/6/2011;685
22/6/2011;685
21/6/2011;685
20/6/2011;685
17/6/2011;685
16/6/2011;700
15/6/2011;700
14/6/2011;700
13/6/2011;700
10/6/2011;700
9/6/2011;700
8/6/2011;700
7/6/2011;700
6/6/2011;700
3/6/2011;700
2/6/2011;712,5
1/6/2011;712,5
31/5/2011;712,5
30/5/2011;712,5
27/5/2011;712,5
26/5/2011;712,5
25/5/2011;712,5
24/5/2011;712,5
23/5/2011;712,5
20/5/2011;712,5
19/5/2011;695
18/5/2011;695
17/5/2011;695
16/5/2011;695
13/5/2011;695
12/5/2011;690
11/5/2011;690
10/5/2011;690
9/5/2011;690
6/5/2011;690
5/5/2011;692,5
4/5/2011;692,5
3/5/2011;692,5
2/5/2011;692,5
29/4/2011;692,5
28/4/2011;692,5
27/4/2011;720
26/4/2011;720
25/4/2011;720
22/4/2011;720
21/4/2011;720
20/4/2011;715
19/4/2011;715
18/4/2011;715
15/4/2011;715
14/4/2011;710
13/4/2011;710
12/4/2011;710
11/4/2011;710
8/4/2011;710
7/4/2011;725
6/4/2011;725
5/4/2011;725
4/4/2011;725
1/4/2011;725
31/3/2011;717,5
30/3/2011;717,5
29/3/2011;717,5
28/3/2011;717,5
25/3/2011;717,5
24/3/2011;715
23/3/2011;715
22/3/2011;715
21/3/2011;715
18/3/2011;715
17/3/2011;685
16/3/2011;685
15/3/2011;685
14/3/2011;685
11/3/2011;685
10/3/2011;735
9/3/2011;735
8/3/2011;735
7/3/2011;735
4/3/2011;735
3/3/2011;765
2/3/2011;765
1/3/2011;765
28/2/2011;765
25/2/2011;765
24/2/2011;770
23/2/2011;770
22/2/2011;770
21/2/2011;770
18/2/2011;770
17/2/2011;765
16/2/2011;765
15/2/2011;765
14/2/2011;765
11/2/2011;765
10/2/2011;705
9/2/2011;705
8/2/2011;705
7/2/2011;705
4/2/2011;705
3/2/2011;705
2/2/2011;705
1/2/2011;705
31/1/2011;705
28/1/2011;705
27/1/2011;695
26/1/2011;695
25/1/2011;695
24/1/2011;695
21/1/2011;695
20/1/2011;675
19/1/2011;675
18/1/2011;675
17/1/2011;675
14/1/2011;675
13/1/2011;665
12/1/2011;665
11/1/2011;665
10/1/2011;665
7/1/2011;665
6/1/2011;625
5/1/2011;625
4/1/2011;625
3/1/2011;625
31/12/2010;625
30/12/2010;625
29/12/2010;625
28/12/2010;625
27/12/2010;625
24/12/2010;625
23/12/2010;625
22/12/2010;625
21/12/2010;625
20/12/2010;625
17/12/2010;625
16/12/2010;625
15/12/2010;625
14/12/2010;625
13/12/2010;625
10/12/2010;625
9/12/2010;615
8/12/2010;615
7/12/2010;615
6/12/2010;615
3/12/2010;615
2/12/2010;615
1/12/2010;615
30/11/2010;615
29/11/2010;615
27/11/2010;615
26/11/2010;615
25/11/2010;612,5
24/11/2010;612,5
23/11/2010;612,5
22/11/2010;612,5
19/11/2010;612,5
18/11/2010;620
17/11/2010;620
16/11/2010;620
15/11/2010;620
12/11/2010;620
11/11/2010;615
10/11/2010;615
9/11/2010;615
8/11/2010;615
5/11/2010;615
4/11/2010;600
3/11/2010;600
2/11/2010;600
1/11/2010;600
29/10/2010;600
28/10/2010;600
27/10/2010;600
26/10/2010;600
25/10/2010;600
22/10/2010;600
21/10/2010;590
20/10/2010;590
19/10/2010;590
18/10/2010;590
15/10/2010;590
14/10/2010;597,5
13/10/2010;597,5
12/10/2010;597,5
11/10/2010;597,5
8/10/2010;597,5
7/10/2010;590
6/10/2010;590
5/10/2010;590
4/10/2010;590
1/10/2010;590
30/9/2010;635
29/9/2010;635
28/9/2010;635
27/9/2010;635
24/9/2010;635
23/9/2010;635
22/9/2010;635
21/9/2010;635
20/9/2010;635
17/9/2010;635
16/9/2010;625
15/9/2010;625
14/9/2010;625
13/9/2010;625
10/9/2010;625
9/9/2010;615
8/9/2010;615
7/9/2010;615
6/9/2010;615
3/9/2010;615
2/9/2010;622,5
1/9/2010;622,5
31/8/2010;622,5
30/8/2010;622,5
27/8/2010;622,5
26/8/2010;635
25/8/2010;635
24/8/2010;635
23/8/2010;635
20/8/2010;635
19/8/2010;645
18/8/2010;645
17/8/2010;645
16/8/2010;645
13/8/2010;645
12/8/2010;627,5
11/8/2010;627,5
10/8/2010;627,5
9/8/2010;627,5
6/8/2010;627,5
5/8/2010;625
4/8/2010;625
3/8/2010;625
2/8/2010;625
30/7/2010;625
29/7/2010;612,5
28/7/2010;612,5
27/7/2010;612,5
26/7/2010;612,5
23/7/2010;612,5
22/7/2010;595
21/7/2010;595
20/7/2010;595
19/7/2010;595
16/7/2010;595
15/7/2010;602,5
14/7/2010;602,5
13/7/2010;602,5
12/7/2010;602,5
9/7/2010;602,5
8/7/2010;605
7/7/2010;605
6/7/2010;605
5/7/2010;605
2/7/2010;605
1/7/2010;635
30/6/2010;635
29/6/2010;635
28/6/2010;635
25/6/2010;635
24/6/2010;600
23/6/2010;600
22/6/2010;600
21/6/2010;600
18/6/2010;600
17/6/2010;600
16/6/2010;600
15/6/2010;600
14/6/2010;600
11/6/2010;600
10/6/2010;607,5
9/6/2010;607,5
8/6/2010;607,5
7/6/2010;607,5
4/6/2010;607,5
3/6/2010;645
2/6/2010;645
1/6/2010;645
31/5/2010;645
28/5/2010;645
27/5/2010;660
26/5/2010;660
25/5/2010;660
24/5/2010;660
21/5/2010;660
20/5/2010;680
19/5/2010;680
18/5/2010;680
17/5/2010;680
14/5/2010;680
13/5/2010;692,5
12/5/2010;692,5
11/5/2010;692,5
10/5/2010;692,5
7/5/2010;692,5
6/5/2010;705
5/5/2010;705
4/5/2010;705
3/5/2010;705
30/4/2010;705
29/4/2010;705
28/4/2010;705
27/4/2010;705
26/4/2010;705
23/4/2010;705
22/4/2010;695
21/4/2010;695
20/4/2010;695
19/4/2010;695
16/4/2010;695
15/4/2010;682,5
14/4/2010;682,5
13/4/2010;682,5
12/4/2010;682,5
9/4/2010;682,5
8/4/2010;645
7/4/2010;645
6/4/2010;645
5/4/2010;645
2/4/2010;645
1/4/2010;645
31/3/2010;645
30/3/2010;645
29/3/2010;645
26/3/2010;645
25/3/2010;635
24/3/2010;635
23/3/2010;635
22/3/2010;635
19/3/2010;635
18/3/2010;605
17/3/2010;605
16/3/2010;605
15/3/2010;605
12/3/2010;605
11/3/2010;582,5
10/3/2010;582,5
9/3/2010;582,5
8/3/2010;582,5
5/3/2010;582,5
4/3/2010;565
3/3/2010;565
2/3/2010;565
1/3/2010;565
26/2/2010;565
25/2/2010;535
24/2/2010;535
23/2/2010;535
22/2/2010;535
19/2/2010;535
18/2/2010;535
17/2/2010;535
16/2/2010;535
15/2/2010;535
12/2/2010;535
11/2/2010;535
10/2/2010;535
9/2/2010;535
8/2/2010;535
5/2/2010;535
4/2/2010;542,5
3/2/2010;542,5
2/2/2010;542,5
1/2/2010;542,5
29/1/2010;542,5
28/1/2010;550
27/1/2010;550
26/1/2010;550
25/1/2010;550
22/1/2010;550
21/1/2010;555
20/1/2010;555
19/1/2010;555
18/1/2010;555
15/1/2010;555
14/1/2010;552,5
13/1/2010;552,5
12/1/2010;552,5
11/1/2010;552,5
8/1/2010;552,5
7/1/2010;527,5
6/1/2010;527,5
5/1/2010;527,5
4/1/2010;527,5
1/1/2010;527,5
31/12/2009;527,5
30/12/2009;527,5
29/12/2009;527,5
28/12/2009;527,5
25/12/2009;527,5
24/12/2009;527,5
23/12/2009;527,5
22/12/2009;527,5
21/12/2009;527,5
18/12/2009;527,5
17/12/2009;515
16/12/2009;515
15/12/2009;515
14/12/2009;515
11/12/2009;515
10/12/2009;510
9/12/2009;510
8/12/2009;510
7/12/2009;510
4/12/2009;510
3/12/2009;510
2/12/2009;510
1/12/2009;510
30/11/2009;510
27/11/2009;510
26/11/2009;505
25/11/2009;505
24/11/2009;505
23/11/2009;505
20/11/2009;505
19/11/2009;500
18/11/2009;500
17/11/2009;500
16/11/2009;500
13/11/2009;500
12/11/2009;470
11/11/2009;470
10/11/2009;470
9/11/2009;470
6/11/2009;470
5/11/2009;490
4/11/2009;490
3/11/2009;490
2/11/2009;490
30/10/2009;490
29/10/2009;470
28/10/2009;470
27/10/2009;470
26/10/2009;470
23/10/2009;470
22/10/2009;470
21/10/2009;470
20/10/2009;470
19/10/2009;470
16/10/2009;470
15/10/2009;470
14/10/2009;470
13/10/2009;470
12/10/2009;470
9/10/2009;470
8/10/2009;470
7/10/2009;470
6/10/2009;470
5/10/2009;470
2/10/2009;470
1/10/2009;505
30/9/2009;505
29/9/2009;505
28/9/2009;505
25/9/2009;505
24/9/2009;520
23/9/2009;520
22/9/2009;520
21/9/2009;520
18/9/2009;520
17/9/2009;535
16/9/2009;535
15/9/2009;535
14/9/2009;535
11/9/2009;535
10/9/2009;535
9/9/2009;535
8/9/2009;535
7/9/2009;535
4/9/2009;535
3/9/2009;550
2/9/2009;550
1/9/2009;550
31/8/2009;550
28/8/2009;550
27/8/2009;542,5
26/8/2009;542,5
25/8/2009;542,5
24/8/2009;542,5
21/8/2009;542,5
20/8/2009;607,5
19/8/2009;607,5
18/8/2009;607,5
17/8/2009;607,5
14/8/2009;607,5
13/8/2009;600
12/8/2009;600
11/8/2009;600
10/8/2009;600
7/8/2009;600
6/8/2009;565
5/8/2009;565
4/8/2009;565
3/8/2009;565
31/7/2009;565
30/7/2009;565
29/7/2009;565
28/7/2009;565
27/7/2009;565
24/7/2009;565
23/7/2009;520
22/7/2009;520
21/7/2009;520
20/7/2009;520
17/7/2009;520
16/7/2009;515
15/7/2009;515
14/7/2009;515
13/7/2009;515
10/7/2009;515
9/7/2009;510
8/7/2009;510
7/7/2009;510
6/7/2009;510
3/7/2009;510
2/7/2009;510
1/7/2009;510
30/6/2009;510
29/6/2009;510
26/6/2009;510
25/6/2009;475
24/6/2009;475
23/6/2009;475
22/6/2009;475
19/6/2009;475
18/6/2009;475
17/6/2009;475
16/6/2009;475
15/6/2009;475
12/6/2009;475
11/6/2009;500
10/6/2009;500
9/6/2009;500
8/6/2009;500
5/6/2009;500
4/6/2009;500
3/6/2009;500
2/6/2009;500
1/6/2009;500
29/5/2009;500
28/5/2009;500
27/5/2009;500
26/5/2009;500
25/5/2009;500
22/5/2009;500
21/5/2009;515
20/5/2009;515
19/5/2009;515
18/5/2009;515
15/5/2009;515
14/5/2009;455
13/5/2009;455
12/5/2009;455
11/5/2009;455
8/5/2009;455
7/5/2009;445
6/5/2009;445
5/5/2009;445
4/5/2009;445
1/5/2009;445
30/4/2009;445
29/4/2009;445
28/4/2009;445
27/4/2009;445
24/4/2009;445
23/4/2009;445
22/4/2009;445
21/4/2009;445
20/4/2009;445
17/4/2009;445
16/4/2009;490
15/4/2009;490
14/4/2009;490
13/4/2009;490
10/4/2009;490
9/4/2009;490
8/4/2009;490
7/4/2009;490
6/4/2009;490
3/4/2009;490
2/4/2009;490
1/4/2009;490
31/3/2009;490
30/3/2009;490
27/3/2009;490
26/3/2009;505
25/3/2009;505
24/3/2009;505
23/3/2009;505
20/3/2009;505
19/3/2009;505
18/3/2009;505
17/3/2009;505
16/3/2009;505
13/3/2009;505
12/3/2009;495
11/3/2009;495
10/3/2009;495
9/3/2009;495
6/3/2009;495
5/3/2009;505
4/3/2009;505
3/3/2009;505
2/3/2009;505
27/2/2009;505
26/2/2009;505
25/2/2009;505
24/2/2009;505
23/2/2009;505
20/2/2009;505
19/2/2009;575
18/2/2009;575
17/2/2009;575
16/2/2009;575
13/2/2009;575
12/2/2009;585
11/2/2009;585
10/2/2009;585
9/2/2009;585
6/2/2009;585
5/2/2009;580
4/2/2009;580
3/2/2009;580
2/2/2009;580
30/1/2009;580
29/1/2009;580
28/1/2009;580
27/1/2009;580
26/1/2009;580
23/1/2009;580
22/1/2009;580
21/1/2009;580
20/1/2009;580
19/1/2009;580
16/1/2009;580
15/1/2009;580
14/1/2009;580
13/1/2009;580
12/1/2009;580
9/1/2009;580
8/1/2009;525
7/1/2009;525
6/1/2009;525
5/1/2009;525
2/1/2009;525
1/1/2009;525
31/12/2008;525
30/12/2008;525
29/12/2008;525
27/12/2008;525
26/12/2008;525
25/12/2008;525
24/12/2008;525
23/12/2008;525
22/12/2008;525
19/12/2008;525
18/12/2008;510
17/12/2008;510
16/12/2008;510
15/12/2008;510
12/12/2008;510
11/12/2008;490
10/12/2008;490
9/12/2008;490
8/12/2008;490
5/12/2008;490
4/12/2008;515
3/12/2008;515
2/12/2008;515
1/12/2008;515
28/11/2008;515
27/11/2008;465
26/11/2008;465
25/11/2008;465
24/11/2008;465
21/11/2008;465
20/11/2008;525
19/11/2008;525
18/11/2008;525
17/11/2008;525
14/11/2008;525
13/11/2008;575
12/11/2008;575
11/11/2008;575
10/11/2008;575
7/11/2008;575
6/11/2008;595
5/11/2008;595
4/11/2008;595
3/11/2008;595
31/10/2008;595
30/10/2008;605
29/10/2008;605
28/10/2008;605
27/10/2008;605
24/10/2008;605
23/10/2008;605
22/10/2008;605
21/10/2008;605
20/10/2008;605
17/10/2008;605
16/10/2008;725
15/10/2008;725
14/10/2008;725
13/10/2008;725
10/10/2008;725
9/10/2008;825
8/10/2008;825
7/10/2008;825
6/10/2008;825
3/10/2008;825
2/10/2008;825
1/10/2008;825
30/9/2008;825
29/9/2008;825
26/9/2008;825
25/9/2008;825
24/9/2008;825
23/9/2008;825
22/9/2008;825
19/9/2008;825
18/9/2008;825
17/9/2008;825
16/9/2008;825
15/9/2008;825
12/9/2008;825
11/9/2008;875
10/9/2008;875
9/9/2008;875
8/9/2008;875
5/9/2008;875
4/9/2008;925
3/9/2008;925
2/9/2008;925
1/9/2008;925
29/8/2008;925
28/8/2008;925
27/8/2008;925
26/8/2008;925
25/8/2008;925
22/8/2008;925
21/8/2008;975
20/8/2008;975
19/8/2008;975
18/8/2008;975
15/8/2008;975
14/8/2008;1010
13/8/2008;1010
12/8/2008;1010
11/8/2008;1010
8/8/2008;1010
7/8/2008;1020
6/8/2008;1020
5/8/2008;1020
4/8/2008;1020
1/8/2008;1020
31/7/2008;1025
30/7/2008;1025
29/7/2008;1025
28/7/2008;1025
25/7/2008;1025
24/7/2008;1030
23/7/2008;1030
22/7/2008;1030
21/7/2008;1030
18/7/2008;1030
17/7/2008;1030
16/7/2008;1030
15/7/2008;1030
14/7/2008;1030
11/7/2008;1030
10/7/2008;1030
9/7/2008;1030
8/7/2008;1030
7/7/2008;1030
4/7/2008;1030
3/7/2008;1030
2/7/2008;1030
1/7/2008;1030
30/6/2008;1030
27/6/2008;1030
26/6/2008;1030
25/6/2008;1030
24/6/2008;1030
23/6/2008;1030
20/6/2008;1030
19/6/2008;975
18/6/2008;975
17/6/2008;975
16/6/2008;975
13/6/2008;975
12/6/2008;975
11/6/2008;975
10/6/2008;975
9/6/2008;975
6/6/2008;975
5/6/2008;1025
4/6/2008;1025
3/6/2008;1025
2/6/2008;1025
30/5/2008;1025
29/5/2008;1025
28/5/2008;1025
27/5/2008;1025
26/5/2008;1025
23/5/2008;1025
22/5/2008;1025
21/5/2008;1025
20/5/2008;1025
19/5/2008;1025
16/5/2008;1025
15/5/2008;910
14/5/2008;910
13/5/2008;910
12/5/2008;910
9/5/2008;910
8/5/2008;910
7/5/2008;910
6/5/2008;910
5/5/2008;910
2/5/2008;910
1/5/2008;910
30/4/2008;910
29/4/2008;910
28/4/2008;910
25/4/2008;910
24/4/2008;910
23/4/2008;910
22/4/2008;910
21/4/2008;910
18/4/2008;910
17/4/2008;910
16/4/2008;910
15/4/2008;910
14/4/2008;910
11/4/2008;910
10/4/2008;837,5
9/4/2008;837,5
8/4/2008;837,5
7/4/2008;837,5
4/4/2008;837,5
3/4/2008;837,5
2/4/2008;837,5
1/4/2008;837,5
31/3/2008;837,5
28/3/2008;837,5
27/3/2008;837,5
26/3/2008;837,5
25/3/2008;837,5
24/3/2008;837,5
21/3/2008;837,5
20/3/2008;837,5
19/3/2008;837,5
18/3/2008;837,5
17/3/2008;837,5
14/3/2008;837,5
13/3/2008;837,5
12/3/2008;837,5
11/3/2008;837,5
10/3/2008;837,5
7/3/2008;837,5
6/3/2008;805
5/3/2008;805
4/3/2008;805
3/3/2008;805
29/2/2008;805
28/2/2008;692,5
27/2/2008;692,5
26/2/2008;692,5
25/2/2008;692,5
22/2/2008;692,5
21/2/2008;692,5
20/2/2008;692,5
19/2/2008;692,5
18/2/2008;692,5
15/2/2008;692,5
14/2/2008;692,5
13/2/2008;692,5
12/2/2008;692,5
11/2/2008;692,5
8/2/2008;692,5
7/2/2008;692,5
6/2/2008;692,5
5/2/2008;692,5
4/2/2008;692,5
1/2/2008;692,5
31/1/2008;692,5
30/1/2008;692,5
29/1/2008;692,5
28/1/2008;692,5
25/1/2008;692,5
24/1/2008;692,5
23/1/2008;692,5
22/1/2008;692,5
21/1/2008;692,5
18/1/2008;692,5
17/1/2008;675
16/1/2008;675
15/1/2008;675
14/1/2008;675
11/1/2008;675
10/1/2008;675
9/1/2008;675
8/1/2008;675
7/1/2008;675
4/1/2008;675
3/1/2008;650
2/1/2008;650
1/1/2008;650
31/12/2007;650
28/12/2007;650
27/12/2007;650
26/12/2007;650
25/12/2007;650
24/12/2007;650
21/12/2007;650
20/12/2007;650
19/12/2007;650
18/12/2007;650
17/12/2007;650
14/12/2007;650
13/12/2007;605
12/12/2007;605
